#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groeplazrak;nl.p.groepnawijn;nl.p.groepwilders;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2004-2005;36;2004-12-16;29800;19;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-19.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2409.1.35.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2409?view=html#nl.proc.ob.d.h-tk-20042005-2408-2409.1.35.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2408-2409.html;no;no;no;aye;aye;;no;no;;aye;no;aye;no;Arib;nl.m.02203;;;amendement-Arib (stuk nr. 19)
commons;2004-2005;36;2004-12-16;29800;32;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-32.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2409.1.39.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2409?view=html#nl.proc.ob.d.h-tk-20042005-2408-2409.1.39.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2408-2409.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Buijs;nl.m.02213;;;amendement-Buijs c.s. (stuk nr. 32)
commons;2004-2005;36;2004-12-16;29800;67;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-67.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2409.1.42.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2409?view=html#nl.proc.ob.d.h-tk-20042005-2408-2409.1.42.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2408-2409.html;no;no;aye;aye;aye;;no;no;;aye;no;aye;no;Arib;nl.m.02203;;;amendement-Arib (stuk nr. 67)
commons;2004-2005;36;2004-12-16;29800;13;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2409.1.48.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2409?view=html#nl.proc.ob.d.h-tk-20042005-2408-2409.1.48.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2408-2409.html;no;aye;no;aye;aye;;no;no;;aye;no;aye;no;Kant;nl.m.02226;;;amendement-Kant (stuk nr. 13, I)
commons;2004-2005;36;2004-12-16;29800;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29800;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2409.1.51.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2409?view=html#nl.proc.ob.d.h-tk-20042005-2408-2409.1.51.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2408-2409.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Vaststelling van de begrotingsstaten van het Ministerie van Volksgezondheid, Welzijn en Sport (XVI) voor het jaar 2005 ( 29800-XVI)
commons;2004-2005;36;2004-12-16;29490:,29490;12;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29490:,29490-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2409-2409-2.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2409-2409-2?view=html#nl.proc.ob.d.h-tk-20042005-2409-2409-2.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2409-2409-2.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;no;aye;Verdaas;nl.m.02466;Van Bochove;nl.m.02303;amendement-Verdaas/Van Bochove (29490, nr. 12)
commons;2004-2005;36;2004-12-16;29490;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29490;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2409-2409-2.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2409-2409-2?view=html#nl.proc.ob.d.h-tk-20042005-2409-2409-2.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2409-2409-2.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Wijziging van de Wet op de Ruimtelijke Ordening (verjaring van en heffing bij planschadevergoedingsaanspraken, alsmede planschadevergoedingsovereenkomsten) ( 29490)
commons;2004-2005;36;2004-12-16;28325;11;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28325-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2409-2409.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2409-2409?view=html#nl.proc.ob.d.h-tk-20042005-2409-2409.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2409-2409.html;aye;aye;aye;no;aye;;aye;aye;;aye;aye;no;aye;Vietsch;nl.m.02372;;;de motie-Vietsch c.s. over APK-keuringen van gebouwen ( 28325, nr. 11)
commons;2004-2005;36;2004-12-16;28325;12;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28325-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2409-2409.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2409-2409?view=html#nl.proc.ob.d.h-tk-20042005-2409-2409.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2409-2409.html;aye;aye;aye;no;aye;;aye;aye;;aye;aye;no;aye;Vietsch;nl.m.02372;;;de motie-Vietsch c.s. over gebouwdossiers ( 28325, nr. 12)
commons;2004-2005;36;2004-12-16;29800-VI;95;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-VI-95.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2409-2410.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2409-2410?view=html#nl.proc.ob.d.h-tk-20042005-2409-2410.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2409-2410.html;no;aye;no;aye;aye;;aye;aye;;aye;aye;aye;aye;Griffith;nl.m.02410;;;motie-Griffith (29800-VI, nr. 95)
commons;2004-2005;36;2004-12-16;29800;31;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-31.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2409.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2409?view=html#nl.proc.ob.d.h-tk-20042005-2408-2409.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2408-2409.html;aye;aye;no;aye;aye;;no;aye;;aye;aye;aye;aye;Vietsch;nl.m.02372;Van Miltenburg;nl.m.02413;amendement-Vietsch/Van Miltenburg (stuk nr. 31)
commons;2004-2005;36;2004-12-16;29800;6;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2409.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2409?view=html#nl.proc.ob.d.h-tk-20042005-2408-2409.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2408-2409.html;no;no;aye;aye;aye;;no;no;;aye;no;aye;aye;Van der Laan;nl.m.02454;;;amendement-Van der Laan (stuk nr. 6)
commons;2004-2005;36;2004-12-16;29800;23;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-23.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2409.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2409?view=html#nl.proc.ob.d.h-tk-20042005-2408-2409.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2408-2409.html;aye;aye;no;aye;aye;;aye;aye;;aye;aye;aye;no;Kant;nl.m.02226;;;amendement-Kant (stuk nr. 23, I)
commons;2004-2005;36;2004-12-16;29800;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29800;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2406-2406.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2406-2406?view=html#nl.proc.ob.d.h-tk-20042005-2406-2406.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2406-2406.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Vaststelling van de begrotingsstaten van het Ministerie van Economische Zaken (XIII) voor het jaar 2005 ( 29800-XIII)
commons;2004-2005;36;2004-12-16;29800;6;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408?view=html#nl.proc.ob.d.h-tk-20042005-2407-2408.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2407-2408.html;no;aye;no;aye;aye;;no;aye;;aye;no;aye;no;Van Velzen;nl.m.02342;;;amendement-Van Velzen (stuk nr. 6, I)
commons;2004-2005;36;2004-12-16;29800;25;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408?view=html#nl.proc.ob.d.h-tk-20042005-2407-2408.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2407-2408.html;no;no;aye;aye;aye;;no;aye;;aye;no;no;no;Kruijsen;nl.m.02405;;;amendement-Kruijsen (stuk nr. 25, I)
commons;2004-2005;36;2004-12-16;29800;27;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-27.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408?view=html#nl.proc.ob.d.h-tk-20042005-2407-2408.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2407-2408.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Kruijsen;nl.m.02405;Snijder-Hazelhoff;nl.m.02289;amendement-Kruijsen/Snijder-Hazelhoff (stuk nr. 27)
commons;2004-2005;36;2004-12-16;29800;29;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-29.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408?view=html#nl.proc.ob.d.h-tk-20042005-2407-2408.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2407-2408.html;no;aye;no;aye;aye;;no;no;;aye;no;aye;no;Kruijsen;nl.m.02405;Vos;nl.m.02547;amendement-Kruijsen/Vos (stuk nr. 29)
commons;2004-2005;36;2004-12-16;29800;52;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-52.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408?view=html#nl.proc.ob.d.h-tk-20042005-2407-2408.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2407-2408.html;no;aye;aye;aye;aye;;no;no;;aye;no;aye;no;Kruijsen;nl.m.02405;Vos;nl.m.02547;amendement-Kruijsen/Vos (stuk nr. 52, I)
commons;2004-2005;36;2004-12-16;29800;28;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-28.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408?view=html#nl.proc.ob.d.h-tk-20042005-2407-2408.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2407-2408.html;no;no;no;aye;aye;;no;no;;aye;no;aye;no;Kruijsen;nl.m.02405;Vos;nl.m.02547;amendement-Kruijsen/Vos (stuk nr. 28, I)
commons;2004-2005;36;2004-12-16;29800;54;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-54.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408.1.28.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408?view=html#nl.proc.ob.d.h-tk-20042005-2407-2408.1.28.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2407-2408.html;no;aye;no;aye;aye;;no;no;;aye;no;aye;no;Samsom;nl.m.02335;Waalkens;nl.m.02257;amendement-Samsom/Waalkens (stuk nr. 54, I)
commons;2004-2005;36;2004-12-16;29800;56;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-56.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408.1.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408?view=html#nl.proc.ob.d.h-tk-20042005-2407-2408.1.33.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2407-2408.html;no;no;aye;aye;aye;;no;no;;aye;no;aye;no;Waalkens;nl.m.02257;;;amendement-Waalkens (stuk nr. 56, I)
commons;2004-2005;36;2004-12-16;29800;3;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-3.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408.1.38.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408?view=html#nl.proc.ob.d.h-tk-20042005-2407-2408.1.38.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2407-2408.html;no;no;no;aye;aye;;no;no;;aye;no;aye;no;Van Velzen;nl.m.02342;;;amendement-Van Velzen (stuk nr. 3)
commons;2004-2005;36;2004-12-16;29800;55;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-55.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408.1.41.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408?view=html#nl.proc.ob.d.h-tk-20042005-2407-2408.1.41.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2407-2408.html;no;no;aye;aye;aye;;no;no;;aye;no;aye;no;Waalkens;nl.m.02257;Van der Ham;nl.m.02317;amendement-Waalkens/Van der Ham (stuk nr. 55)
commons;2004-2005;36;2004-12-16;29800;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29800;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408.1.46.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2407-2408?view=html#nl.proc.ob.d.h-tk-20042005-2407-2408.1.46.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2407-2408.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Vaststelling van de begrotingsstaten van het Ministerie van Landbouw, Natuur en Voedselkwaliteit (XIV) voor het jaar 2005 ( 29800-XIV)
commons;2004-2005;36;2004-12-16;29800;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29800;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2408.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2408-2408?view=html#nl.proc.ob.d.h-tk-20042005-2408-2408.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2408-2408.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Vaststelling van de begrotingsstaat van het Diergezondheidsfonds (F) voor het jaar 2005 ( 29800-F)
commons;2004-2005;36;2004-12-16;29800;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29800;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2401-2403.1.85.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2401-2403?view=html#nl.proc.ob.d.h-tk-20042005-2401-2403.1.85.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2401-2403.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Vaststelling van de begrotingsstaat van het Ministerie van Onderwijs, Cultuur en Wetenschap (VIII) voor het jaar 2005 ( 29800-VIII)
commons;2004-2005;36;2004-12-16;29800;18;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2401-2403.1.80.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2401-2403?view=html#nl.proc.ob.d.h-tk-20042005-2401-2403.1.80.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2401-2403.html;no;aye;no;aye;aye;;no;aye;;aye;aye;aye;no;Tichelaar;nl.m.02339;;;amendement-Tichelaar (stuk nr. 18)
commons;2004-2005;36;2004-12-16;29800;146;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-146.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2401-2403.1.75.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2401-2403?view=html#nl.proc.ob.d.h-tk-20042005-2401-2403.1.75.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2401-2403.html;no;aye;aye;aye;aye;;no;no;;aye;no;aye;aye;Bakker;nl.m.02503;Örgü;nl.m.02234;amendement-Bakker/Örgü (stuk nr. 146)
commons;2004-2005;36;2004-12-16;29800;26;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2400-2401.1.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2400-2401?view=html#nl.proc.ob.d.h-tk-20042005-2400-2401.1.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2400-2401.html;no;no;no;no;aye;;aye;aye;;aye;no;aye;no;Fierens;nl.m.02459;Timmermans;nl.m.02244;amendement-Fierens/Timmermans (stuk nr. 26, I)
commons;2004-2005;36;2004-12-16;29800;17;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2400-2401.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2400-2401?view=html#nl.proc.ob.d.h-tk-20042005-2400-2401.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2400-2401.html;no;aye;no;aye;aye;;no;no;;aye;aye;aye;no;Van der Staaij;nl.m.02252;Slob;nl.m.01639;amendement-Van der Staaij/Slob (stuk nr. 17, I)
commons;2004-2005;36;2004-12-16;29800;14;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2400-2401.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2400-2401?view=html#nl.proc.ob.d.h-tk-20042005-2400-2401.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2400-2401.html;aye;aye;aye;aye;aye;;aye;no;;aye;aye;aye;no;Spies;nl.m.02371;Fierens;nl.m.02459;amendement-Spies/Fierens (stuk nr. 14, I)
commons;2004-2005;36;2004-12-16;29800;13;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2400-2401.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2400-2401?view=html#nl.proc.ob.d.h-tk-20042005-2400-2401.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2400-2401.html;no;no;no;no;no;;aye;aye;;no;aye;aye;no;Eerdmans;nl.m.02365;;;amendement-Eerdmans (stuk nr. 13, I)
commons;2004-2005;36;2004-12-16;29800;5;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2400-2401.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2400-2401?view=html#nl.proc.ob.d.h-tk-20042005-2400-2401.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2400-2401.html;no;no;no;no;no;;no;aye;;no;no;no;no;Wilders;nl.m.02258;;;amendement-Wilders (stuk nr. 5, I)
commons;2004-2005;36;2004-12-16;29800;24;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2400-2401.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2400-2401?view=html#nl.proc.ob.d.h-tk-20042005-2400-2401.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2400-2401.html;no;aye;no;aye;aye;;no;aye;;aye;aye;aye;no;Straub;nl.m.02406;Van Heemst;nl.m.02887;amendement-Straub/Van Heemst (stuk nr. 24, I)
commons;2004-2005;36;2004-12-16;29800;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29800;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2400.1.38.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2400?view=html#nl.proc.ob.d.h-tk-20042005-2399-2400.1.38.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2399-2400.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Vaststelling van de begrotingsstaten van het Ministerie van Buitenlandse Zaken (V) voor het jaar 2005 ( 29800-V)
commons;2004-2005;36;2004-12-16;29800;14;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2400.1.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2400?view=html#nl.proc.ob.d.h-tk-20042005-2399-2400.1.30.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2399-2400.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Karimi;nl.m.02255;Van Baalen;nl.m.02288;amendement-Karimi/Van Baalen (stuk nr. 14, I)
commons;2004-2005;36;2004-12-16;29800;18;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2400.1.26.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2400?view=html#nl.proc.ob.d.h-tk-20042005-2399-2400.1.26.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2399-2400.html;aye;aye;aye;aye;aye;;no;no;;aye;aye;aye;no;Van der Staaij;nl.m.02252;;;amendement-Van der Staaij c.s. (stuk nr. 18)
commons;2004-2005;36;2004-12-16;29800;17;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2400.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2400?view=html#nl.proc.ob.d.h-tk-20042005-2399-2400.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2399-2400.html;no;no;no;aye;aye;;no;no;;aye;aye;aye;no;Karimi;nl.m.02255;;;amendement-Karimi (stuk nr. 17)
commons;2004-2005;36;2004-12-16;29800;10;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2400.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2400?view=html#nl.proc.ob.d.h-tk-20042005-2399-2400.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2399-2400.html;no;no;aye;aye;aye;;no;aye;;aye;no;aye;no;Karimi;nl.m.02255;Van der Laan;nl.m.02454;amendement-Karimi/Van der Laan (stuk nr. 10, I)
commons;2004-2005;36;2004-12-16;29800;3;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-3.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2400.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2400?view=html#nl.proc.ob.d.h-tk-20042005-2399-2400.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2399-2400.html;no;no;no;no;no;;aye;aye;;no;no;no;no;Wilders;nl.m.02258;;;amendement-Wilders (stuk nr. 3, I)
commons;2004-2005;36;2004-12-16;29800;16;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2400.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2400?view=html#nl.proc.ob.d.h-tk-20042005-2399-2400.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2399-2400.html;no;no;aye;aye;no;;no;no;;no;aye;no;no;Van der Laan;nl.m.02454;;;amendement-Van der Laan (stuk nr. 16, I)
commons;2004-2005;36;2004-12-16;29800;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2400.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2400?view=html#nl.proc.ob.d.h-tk-20042005-2399-2400.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2399-2400.html;no;no;aye;aye;aye;;no;no;;aye;no;aye;no;Karimi;nl.m.02255;Van der Laan;nl.m.02454;amendement-Karimi/Van der Laan (stuk nr. 9, I)
commons;2004-2005;36;2004-12-16;29800;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29800;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2399.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-2399-2399?view=html#nl.proc.ob.d.h-tk-20042005-2399-2399.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-2399-2399.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;no;aye;;;;;Vaststelling van de begrotingsstaat van het Huis der Koningin (I) voor het jaar 2005 ( 29800-I)
