#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.aov;nl.p.cda;nl.p.d66;nl.p.fractiebierman;nl.p.gl;nl.p.gpv;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;1998-1999;21;1998-11-05;26200-XI;20;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XI-20.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322.1.26.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322?view=html#nl.proc.ob.d.h-tk-19981999-1321-1322.1.26.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1321-1322.html;;aye;no;;aye;aye;no;aye;aye;aye;no;Van der Steenhoven;nl.m.02242;;;motie-Van der Steenhoven (26200-XI, nr. 20)
commons;1998-1999;21;1998-11-05;26200-XI;21;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XI-21.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322.1.29.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322?view=html#nl.proc.ob.d.h-tk-19981999-1321-1322.1.29.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1321-1322.html;;no;no;;aye;aye;no;aye;aye;aye;no;Van der Steenhoven;nl.m.02242;;;motie-Van der Steenhoven (26200-XI, nr. 21)
commons;1998-1999;21;1998-11-05;26200-XI;35;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XI-35.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322.1.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322?view=html#nl.proc.ob.d.h-tk-19981999-1321-1322.1.32.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1321-1322.html;;no;no;;aye;aye;no;aye;no;aye;no;Van Gent;nl.m.02218;;;motie-Van Gent (26200-XI, nr. 35)
commons;1998-1999;21;1998-11-05;26200-XI;24;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XI-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322.1.35.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322?view=html#nl.proc.ob.d.h-tk-19981999-1321-1322.1.35.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1321-1322.html;;no;no;;aye;no;no;aye;no;aye;no;Van Gent;nl.m.02218;;;motie-Van Gent (26200-XI, nr. 24)
commons;1998-1999;21;1998-11-05;26200-XI;26;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XI-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322.1.38.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322?view=html#nl.proc.ob.d.h-tk-19981999-1321-1322.1.38.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1321-1322.html;;no;no;;aye;aye;no;aye;no;aye;no;Poppe;nl.m.02536;;;motie-Poppe (26200-XI, nr. 26)
commons;1998-1999;21;1998-11-05;26200-XI;27;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XI-27.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322.1.41.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322?view=html#nl.proc.ob.d.h-tk-19981999-1321-1322.1.41.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1321-1322.html;;no;no;;aye;no;no;no;no;aye;no;Poppe;nl.m.02536;;;motie-Poppe (26200-XI, nr. 27)
commons;1998-1999;21;1998-11-05;26200-XI;28;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XI-28.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322.1.44.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322?view=html#nl.proc.ob.d.h-tk-19981999-1321-1322.1.44.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1321-1322.html;;no;no;;aye;no;no;no;no;aye;no;Poppe;nl.m.02536;;;motie-Poppe (26200-XI, nr. 28)
commons;1998-1999;21;1998-11-05;26200-XI;29;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XI-29.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322.1.47.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322?view=html#nl.proc.ob.d.h-tk-19981999-1321-1322.1.47.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1321-1322.html;;no;no;;aye;no;no;no;no;aye;no;Poppe;nl.m.02536;;;motie-Poppe (26200-XI, nr. 29)
commons;1998-1999;21;1998-11-05;26200-XI;34;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XI-34.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322.1.50.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1321-1322?view=html#nl.proc.ob.d.h-tk-19981999-1321-1322.1.50.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1321-1322.html;;no;aye;;aye;aye;aye;aye;aye;aye;aye;Feenstra;nl.m.02860;;;motie-Feenstra c.s. (26200-XI, nr. 34)
commons;1998-1999;21;1998-11-05;25922:,1613;25;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25922:,1613-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.48.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.48.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;aye;aye;;aye;aye;aye;aye;aye;no;aye;Van den Akker;nl.m.02201;;;de motie-Van den Akker c.s. over het begrotingsrecht van het Europees Parlement ( 25922, R1613, nr. 25)
commons;1998-1999;21;1998-11-05;25922:,1613;24;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25922:,1613-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.45.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.45.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;aye;no;;aye;no;no;no;no;no;no;Van den Akker;nl.m.02201;;;de motie-Van den Akker over onderhandelingen over de noodzakelijke institutionele aanpassingen ( 25922, R1613, nr. 24)
commons;1998-1999;21;1998-11-05;25922;16;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25922-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.6.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.6.4.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van Middelkoop;nl.m.02973;;;de motie-Karimi over het invoeren van een energieheffing binnen de Europese Unie ( 25922, R1613, nr. 26)
commons;1998-1999;21;1998-11-05;25922;9;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25922-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.4.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van den Akker;nl.m.02201;;;amendement-Van den Akker c.s. (stuk nr. 9)
commons;1998-1999;21;1998-11-05;25922;10;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25922-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;aye;aye;;aye;aye;aye;aye;aye;aye;no;Van Oven;nl.m.02534;;;amendement-Van Oven c.s. (stuk nr. 10)
commons;1998-1999;21;1998-11-05;25922;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25922-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.11.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;no;aye;;aye;no;aye;no;no;no;no;Van Oven;nl.m.02534;;;de motie-Karimi over het invoeren van een energieheffing binnen de Europese Unie ( 25922, R1613, nr. 26)
commons;1998-1999;21;1998-11-05;25922;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25922;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.15.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;aye;aye;;no;no;aye;no;no;no;aye;;;;;Goedkeuring van het op 2 oktober 1997 te Amsterdam tot stand gekomen Verdrag van Amsterdam houdende wijziging van het Verdrag betreffende de Europese Unie, de Verdragen tot oprichting van de Europese Gemeenschappen en sommige bijbehorende akten, met Protocollen ( 25922, R1613)
commons;1998-1999;21;1998-11-05;25922:,1613;13;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25922:,1613-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.18.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van Middelkoop;nl.m.02973;Scheltema-de Nie;nl.m.02982;de motie-Van Middelkoop/Scheltema-de Nie over openbaarheid van documenten van het voorzitterschap ( 25922, R1613, nr. 13)
commons;1998-1999;21;1998-11-05;25922:,1613;14;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25922:,1613-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.21.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van Middelkoop;nl.m.02973;Hessing;nl.m.02519;de motie-Van Middelkoop/Hessing over het vermelden van de motivering, op grond waarvan maatregelen zijn voorgesteld ( 25922, R1613, nr. 14)
commons;1998-1999;21;1998-11-05;25922:,1613;15;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25922:,1613-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.24.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;aye;aye;;no;aye;aye;aye;aye;no;aye;Hessing;nl.m.02519;;;de motie-Hessing c.s. over herziening van artikel 113 ( 25922, R1613, nr. 15)
commons;1998-1999;21;1998-11-05;25922:,1613;23;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25922:,1613-23.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.42.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.42.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van Oven;nl.m.02534;;;de motie-Van Oven c.s. over harmonisatie van het Europese strafrecht ( 25922, R1613, nr. 23)
commons;1998-1999;21;1998-11-05;25922:,1613;22;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25922:,1613-22.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.39.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.39.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Timmermans;nl.m.02244;;;de motie-Timmermans c.s. over de informele Raden ( 25922, R1613, nr. 22)
commons;1998-1999;21;1998-11-05;25922:,1613;29;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25922:,1613-29.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.36.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;no;aye;;aye;aye;aye;aye;aye;aye;no;Karimi;nl.m.02255;;;motie-Karimi c.s. (25922, R1613, nr. 29)
commons;1998-1999;21;1998-11-05;25922:,1613;20;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25922:,1613-20.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.33.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Scheltema-de Nie;nl.m.02982;;;de motie-Scheltema-de Nie c.s. over het bevorderen van duidelijkheid over het Schengenacquis ( 25922, R1613, nr. 20)
commons;1998-1999;21;1998-11-05;25922:,1613;19;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25922:,1613-19.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.30.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van Middelkoop;nl.m.02973;;;de motie-Van Middelkoop c.s. over het in het openbaar vergaderen van de Europese Raad ( 25922, R1613, nr. 19)
commons;1998-1999;21;1998-11-05;25922:,1613;18;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25922:,1613-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1319-1320?view=html#nl.proc.ob.d.h-tk-19981999-1319-1320.1.7.27.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1319-1320.html;;no;no;;aye;aye;no;aye;aye;aye;no;Van Middelkoop;nl.m.02973;;;de motie-Van Middelkoop over het besluit inzake het Schengenacquis ( 25922, R1613, nr. 18)
commons;1998-1999;22;1998-11-10;26200 VI;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26200 VI;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1401-1402.1.7.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1401-1402?view=html#nl.proc.ob.d.h-tk-19981999-1401-1402.1.7.3.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1401-1402.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;;;;;Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Justitie (VI) voor het jaar 1999 ( 26200 VI)
commons;1998-1999;22;1998-11-10;26200-VI;21;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-VI-21.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1401-1402.1.10.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1401-1402?view=html#nl.proc.ob.d.h-tk-19981999-1401-1402.1.10.4.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1401-1402.html;;aye;no;;aye;aye;no;aye;aye;aye;no;Van de Camp;nl.m.02793;Halsema;nl.m.02220;motie-Van de Camp/Halsema (26200-VI, nr. 21)
commons;1998-1999;22;1998-11-10;26200-VI;24;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-VI-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1401-1402.1.10.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1401-1402?view=html#nl.proc.ob.d.h-tk-19981999-1401-1402.1.10.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1401-1402.html;;no;no;;aye;no;no;no;no;aye;no;De Wit;nl.m.02940;;;motie-De Wit (26200-VI, nr. 24)
commons;1998-1999;22;1998-11-10;26200-VI;26;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-VI-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1401-1402.1.10.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1401-1402?view=html#nl.proc.ob.d.h-tk-19981999-1401-1402.1.10.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1401-1402.html;;;;;;;;;;;;Halsema;nl.m.02220;;;motie-Halsema (26200-VI, nr. 26)
commons;1998-1999;25;1998-11-17;25620;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25620;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1594-1594-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1594-1594-1?view=html#nl.proc.ob.d.h-tk-19981999-1594-1594-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1594-1594-1.html;;no;aye;;aye;no;aye;no;no;aye;aye;;;;;Verklaring dat er grond bestaat een voorstel in overweging te nemen tot verandering in de Grondwet, strekkende tot het doen vervallen van de bepaling inzake de benoeming van de commissaris van de Koning en de burgemeester ( 25620)
commons;1998-1999;25;1998-11-17;26200-IV;13;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-IV-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1593-1594.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1593-1594?view=html#nl.proc.ob.d.h-tk-19981999-1593-1594.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1593-1594.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Gortzak;nl.m.02219;;;motie-Gortzak (26200-IV, nr. 13)
commons;1998-1999;25;1998-11-17;26200-IV;10;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-IV-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1593-1594.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1593-1594?view=html#nl.proc.ob.d.h-tk-19981999-1593-1594.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1593-1594.html;;aye;aye;;aye;aye;no;aye;aye;aye;no;Van Middelkoop;nl.m.02973;;;motie-Van Middelkoop (26200-IV, nr. 10)
commons;1998-1999;25;1998-11-17;26200-IV;14;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-IV-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1593-1594.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1593-1594?view=html#nl.proc.ob.d.h-tk-19981999-1593-1594.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1593-1594.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Scheltema-de Nie;nl.m.02982;;;motie-Scheltema-de Nie (26200-IV, nr. 14)
commons;1998-1999;25;1998-11-17;19637;385;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-385.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1594-1594-2.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1594-1594-2?view=html#nl.proc.ob.d.h-tk-19981999-1594-1594-2.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1594-1594-2.html;;aye;aye;;no;no;no;no;aye;no;aye;Dittrich;nl.m.02512;;;de motie-Dittrich over intrekking van A-statussen ( 19637, nr. 385)
commons;1998-1999;25;1998-11-17;19637;387;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-387.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1594-1594-2.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1594-1594-2?view=html#nl.proc.ob.d.h-tk-19981999-1594-1594-2.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1594-1594-2.html;;aye;no;;no;no;no;no;aye;no;aye;Verhagen;nl.m.02920;;;de motie-Verhagen over gedwongen terugkeer naar 'open cities' ( 19637, nr. 387)
commons;1998-1999;25;1998-11-17;25925;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25925;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1594-1594-3.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1594-1594-3?view=html#nl.proc.ob.d.h-tk-19981999-1594-1594-3.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1594-1594-3.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;;;;;Goedkeuring van het op 3 mei 1996 te Genève tot stand gekomen Protocol inzake het verbod of de beperking van het gebruik van mijnen, valstrikmijnen en andere mechanismen, zoals gewijzigd op 3 mei 1996 (Protocol II zoals gewijzigd op 3 mei 1996), en van het op 13 oktober 1995 te Wenen tot stand gekomen Aanvullend Protocol inzake blindmakende laserwapens (Protocol IV), gehecht aan het Verdrag inzake het verbod of de beperking van het gebruik van bepaalde conventionele wapens die geacht worden buitensporig leed te veroorzaken of een niet-onderscheidende werking te hebben ( 25925, R1614)
commons;1998-1999;25;1998-11-17;25925:,1614;7;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25925:,1614-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1594-1594-3.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1594-1594-3?view=html#nl.proc.ob.d.h-tk-19981999-1594-1594-3.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1594-1594-3.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van den Doel;nl.m.02557;Apostolou;nl.m.02966;de motie-Van den Doel/Apostolou over verdergaande afspraken over laserwapens ( 25925, R1614, nr. 7)
commons;1998-1999;25;1998-11-17;25925:,1614;8;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25925:,1614-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1594-1594-3.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1594-1594-3?view=html#nl.proc.ob.d.h-tk-19981999-1594-1594-3.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1594-1594-3.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van den Doel;nl.m.02557;Hoekema;nl.m.02520;de motie-Van den Doel/Hoekema over opsporing en opruiming van antipersoneelmijnen ( 25925, R1614, nr. 8)
commons;1998-1999;25;1998-11-17;25620;6;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-25620-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1594-1594.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-1594-1594?view=html#nl.proc.ob.d.h-tk-19981999-1594-1594.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-1594-1594.html;;aye;no;;no;aye;no;aye;aye;no;no;Schutte;nl.m.02676;;;de motie-Schutte c.s. over het aanhouden van de beslissing over het voorstel tot grondwetsherziening ( 25620, nr. 6)
