#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groepeerdmansvanschijndel;nl.p.groeplazrak;nl.p.groepnawijn;nl.p.groepvanoudenallen;nl.p.groepwilders;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.pvdd;nl.p.pvv;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2006-2007;19;2006-10-31;30650;19;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30650-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30650-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1439-1441?view=html#nl.proc.ob.d.h-tk-20062007-1439-1441.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1439-1441.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;no;aye;Van Hijum;nl.m.02442;Verburg;nl.m.02246;amendement-Van Hijum/Verburg (stuk nr. 19)
senate;2006-2007;4;2006-10-31;29977;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29977;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20062007-127-127-1.1.5.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20062007-127-127-1?view=html#nl.proc.ob.d.h-ek-20062007-127-127-1.1.5.4.1;https://zoek.officielebekendmakingen.nl/h-ek-20062007-127-127-1.html;aye;aye;aye;aye;;;;;;aye;aye;aye;;;aye;aye;aye;;;;;Wijziging van de Wet luchtvaart ter implementatie van richtlijn nr. 2003/42/EG inzake melding van voorvallen in de burgerluchtvaart ( 29977)
commons;2006-2007;19;2006-10-31;30483;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30483-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1441-1442.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1441-1442?view=html#nl.proc.ob.d.h-tk-20062007-1441-1442.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1441-1442.html;no;no;no;no;aye;no;no;no;aye;aye;;no;;;no;no;aye;De Krom;nl.m.02414;;;de motie-De Krom over schrappen van overbodige verplichtingen uit het Activiteitenbesluit ( 30483, nr. 12)
commons;2006-2007;19;2006-10-31;30483;13;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30483-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1441-1442.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1441-1442?view=html#nl.proc.ob.d.h-tk-20062007-1441-1442.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1441-1442.html;aye;aye;aye;no;aye;no;no;aye;aye;aye;;aye;;;aye;no;aye;De Krom;nl.m.02414;Spies;nl.m.02371;de motie-De Krom/Spies over het niet laten stijgen van administratieve lasten en uitvoeringskosten ( 30483, nr. 13)
commons;2006-2007;19;2006-10-31;30483;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30483-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30483-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1441-1442.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1441-1442?view=html#nl.proc.ob.d.h-tk-20062007-1441-1442.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1441-1442.html;no;no;no;aye;no;no;no;no;no;no;;no;;;no;aye;no;Van Velzen;nl.m.02342;;;amendement-Van Velzen (stuk nr. 9)
commons;2006-2007;19;2006-10-31;30809;20;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30809-20.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30809-20?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445?view=html#nl.proc.ob.d.h-tk-20062007-1444-1445.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1444-1445.html;no;no;no;no;aye;no;no;aye;aye;aye;;no;;;no;no;aye;De Krom;nl.m.02414;;;amendement-De Krom (stuk nr. 20, I)
commons;2006-2007;19;2006-10-31;30809;27;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30809-27.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30809-27?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445?view=html#nl.proc.ob.d.h-tk-20062007-1444-1445.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1444-1445.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;De Krom;nl.m.02414;Haverkamp;nl.m.02397;amendement-De Krom/Haverkamp (stuk nr. 27)
commons;2006-2007;19;2006-10-31;30809;17;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30809-17.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30809-17?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445?view=html#nl.proc.ob.d.h-tk-20062007-1444-1445.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1444-1445.html;aye;aye;no;no;aye;no;no;aye;aye;aye;;aye;;;aye;aye;aye;De Krom;nl.m.02414;;;amendement-De Krom (stuk nr. 17)
commons;2006-2007;19;2006-10-31;30809;22;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30809-22.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30809-22?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1444-1445?view=html#nl.proc.ob.d.h-tk-20062007-1444-1445.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1444-1445.html;no;aye;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Gerkens;nl.m.02326;Duyvendak;nl.m.02307;amendement-Gerkens/Duyvendak (stuk nr. 22, I)
commons;2006-2007;19;2006-10-31;30800-VIII;43;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-VIII-43.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1443-1444.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1443-1444?view=html#nl.proc.ob.d.h-tk-20062007-1443-1444.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1443-1444.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;Van der Vlies;nl.m.02682;;;motie-Van der Vlies (30800-VIII, nr. 43)
commons;2006-2007;19;2006-10-31;30800-VIII;42;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-VIII-42.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1443-1444.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1443-1444?view=html#nl.proc.ob.d.h-tk-20062007-1443-1444.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1443-1444.html;no;no;aye;aye;no;no;no;no;no;aye;;aye;;;no;aye;no;Van der Ham;nl.m.02317;Vergeer;nl.m.02344;motie-Van der Ham/Vergeer (30800-VIII, nr. 42)
commons;2006-2007;19;2006-10-31;30800-VIII;69;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-VIII-69.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1443-1444.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1443-1444?view=html#nl.proc.ob.d.h-tk-20062007-1443-1444.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1443-1444.html;aye;no;aye;aye;no;no;no;aye;no;aye;;aye;;;no;aye;no;Van der Ham;nl.m.02317;;;motie-Van der Ham (30800-VIII, nr. 69)
commons;2006-2007;19;2006-10-31;30800-VIII;39;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-VIII-39.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1443-1444.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1443-1444?view=html#nl.proc.ob.d.h-tk-20062007-1443-1444.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1443-1444.html;no;no;aye;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Vendrik;nl.m.02245;Vergeer;nl.m.02344;motie-Vendrik/Vergeer (30800-VIII, nr. 39)
commons;2006-2007;19;2006-10-31;30800-VIII;68;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-VIII-68.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1443-1444.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1443-1444?view=html#nl.proc.ob.d.h-tk-20062007-1443-1444.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1443-1444.html;aye;aye;aye;aye;no;no;no;aye;no;no;;aye;;;aye;aye;no;Van Vroonhoven-Kok;nl.m.02346;;;motie-Van Vroonhoven-Kok (30800-VIII, nr. 68)
commons;2006-2007;19;2006-10-31;30800-VIII;37;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-VIII-37.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1443-1444.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1443-1444?view=html#nl.proc.ob.d.h-tk-20062007-1443-1444.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1443-1444.html;no;no;aye;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Leerdam;nl.m.02403;;;motie-Leerdam c.s. (30800-VIII, nr. 37)
commons;2006-2007;19;2006-10-31;30324;11;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30324-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30324-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1442-1443.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1442-1443?view=html#nl.proc.ob.d.h-tk-20062007-1442-1443.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1442-1443.html;no;no;no;aye;aye;no;no;aye;aye;no;;aye;;;no;aye;aye;Weekers;nl.m.02247;Wolfsen;nl.m.02349;amendement-Weekers/Wolfsen (stuk nr. 11)
commons;2006-2007;19;2006-10-31;30324:,1;12:,I;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30324:,1;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1442-1443.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1442-1443?view=html#nl.proc.ob.d.h-tk-20062007-1442-1443.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1442-1443.html;no;no;no;aye;aye;no;no;aye;aye;no;;aye;;;no;aye;aye;Wolfsen;nl.m.02349;Weekers;nl.m.02247;amendement-Wolfsen/Weekers (stuk nr. 12, I, 1)
commons;2006-2007;19;2006-10-31;30483;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30483;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1441-1442.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1441-1442?view=html#nl.proc.ob.d.h-tk-20062007-1441-1442.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1441-1442.html;aye;aye;aye;no;aye;no;no;aye;aye;aye;;aye;;;aye;no;aye;;;;;Wijziging van de Wet milieubeheer (Wm) en enige andere daarmee verband houdende wetten (modernisering van de algemene milieuregels voor inrichtingen) ( 30483)
commons;2006-2007;19;2006-10-31;30832;10;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30832-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1449.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1448-1449?view=html#nl.proc.ob.d.h-tk-20062007-1448-1449.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1448-1449.html;no;no;no;aye;aye;no;no;no;no;no;;no;;;no;aye;no;Vergeer;nl.m.02344;;;de motie-Vergeer over een parlementaire enquête naar belemmeringen bij de invoering van een nieuwe bekostigingssystematiek en besturingsfilosofie in het hoger onderwijs ( 30832, nr. 10)
commons;2006-2007;19;2006-10-31;30654;25;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30654-25.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30654-25?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1449-1450.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1449-1450?view=html#nl.proc.ob.d.h-tk-20062007-1449-1450.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1449-1450.html;aye;aye;no;no;no;no;no;aye;aye;aye;;no;;;aye;no;aye;Van der Vlies;nl.m.02682;;;amendement-Van der Vlies c.s. (stuk nr. 25)
commons;2006-2007;19;2006-10-31;30800 XII;13;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800 XII-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30800-XII-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1455.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1455?view=html#nl.proc.ob.d.h-tk-20062007-1454-1455.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1454-1455.html;no;no;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Gerkens;nl.m.02326;;;amendement-Gerkens (stuk nr. 13)
commons;2006-2007;19;2006-10-31;30800 XII;14;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800 XII-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30800-XII-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1455.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1455?view=html#nl.proc.ob.d.h-tk-20062007-1454-1455.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1454-1455.html;no;no;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Gerkens;nl.m.02326;;;amendement-Gerkens (stuk nr. 14, I)
commons;2006-2007;19;2006-10-31;30800 IX;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30800 IX;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1454.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1454?view=html#nl.proc.ob.d.h-tk-20062007-1454-1454.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1454-1454.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;;;;;Vaststelling van de begrotingsstaat van het Ministerie van Financiën (IXB) voor het jaar 2007 ( 30800 IXB)
commons;2006-2007;19;2006-10-31;30800 IXB;8;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800 IXB-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1454.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1454?view=html#nl.proc.ob.d.h-tk-20062007-1454-1454.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1454-1454.html;no;aye;no;aye;no;no;no;no;no;no;;aye;;;aye;aye;no;Slob;nl.m.01639;;;amendement-Slob (stuk nr. 8)
commons;2006-2007;19;2006-10-31;30800 X;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30800 X;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1454-2.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1454-2?view=html#nl.proc.ob.d.h-tk-20062007-1454-1454-2.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1454-1454-2.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;no;aye;;;;;Vaststelling van de begrotingsstaten van het Ministerie van Defensie (X) voor het jaar 2007 ( 30800 X)
commons;2006-2007;19;2006-10-31;30800 X;8;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800 X-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30800-X-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1454-2.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1454-2?view=html#nl.proc.ob.d.h-tk-20062007-1454-1454-2.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1454-1454-2.html;no;no;no;aye;no;no;no;no;no;no;;no;;;no;aye;no;Van Velzen;nl.m.02342;;;amendement-Van Velzen (stuk nr. 8)
commons;2006-2007;19;2006-10-31;30800 IX;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30800 IX;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1454-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1454-1?view=html#nl.proc.ob.d.h-tk-20062007-1454-1454-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1454-1454-1.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;;;;;Vaststelling van de begrotingsstaat van de Nationale Schuld (IXA) voor het jaar 2007 ( 30800 IXA)
commons;2006-2007;19;2006-10-31;30800-XV;54;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-XV-54.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1452-1454.1.66.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1452-1454?view=html#nl.proc.ob.d.h-tk-20062007-1452-1454.1.66.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1452-1454.html;no;no;no;no;aye;no;no;aye;aye;aye;;no;;;no;aye;no;Van Schijndel;nl.m.02999;;;motie-Van Schijndel (30800-XV, nr. 54)
commons;2006-2007;19;2006-10-31;30800-XV;53;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-XV-53.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1452-1454.1.63.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1452-1454?view=html#nl.proc.ob.d.h-tk-20062007-1452-1454.1.63.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1452-1454.html;no;no;no;no;aye;no;no;no;aye;aye;;no;;;no;aye;no;Van Schijndel;nl.m.02999;;;motie-Van Schijndel (30800-XV, nr. 53)
commons;2006-2007;19;2006-10-31;30800-XV;52;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-XV-52.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1452-1454.1.60.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1452-1454?view=html#nl.proc.ob.d.h-tk-20062007-1452-1454.1.60.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1452-1454.html;no;no;no;no;aye;no;no;aye;aye;aye;;no;;;aye;no;aye;Van der Vlies;nl.m.02682;;;motie-Van der Vlies (30800-XV, nr. 52)
commons;2006-2007;19;2006-10-31;30800-XV;51;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-XV-51.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1452-1454.1.57.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1452-1454?view=html#nl.proc.ob.d.h-tk-20062007-1452-1454.1.57.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1452-1454.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;no;aye;Koser Kaya;nl.m.02453;Van der Sande;nl.m.02998;motie-Koser Kaya/Van der Sande (30800-XV, nr. 51)
commons;2006-2007;19;2006-10-31;30800-XV;50;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-XV-50.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1452-1454.1.54.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1452-1454?view=html#nl.proc.ob.d.h-tk-20062007-1452-1454.1.54.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1452-1454.html;no;aye;aye;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Koser Kaya;nl.m.02453;;;motie-Koser Kaya c.s. (30800-XV, nr. 50)
commons;2006-2007;19;2006-10-31;30800-XV;49;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-XV-49.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1452-1454.1.51.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1452-1454?view=html#nl.proc.ob.d.h-tk-20062007-1452-1454.1.51.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1452-1454.html;no;no;aye;no;aye;no;no;aye;aye;aye;;no;;;no;no;aye;Koser Kaya;nl.m.02453;Van der Sande;nl.m.02998;motie-Koser Kaya/Van der Sande (30800-XV, nr. 49)
commons;2006-2007;19;2006-10-31;30800 XII;18;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30800 XII-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30800-XII-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1455.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1455?view=html#nl.proc.ob.d.h-tk-20062007-1454-1455.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1454-1455.html;aye;aye;no;no;aye;no;no;aye;aye;aye;;aye;;;aye;no;aye;Van Hijum;nl.m.02442;Hofstra;nl.m.02566;amendement-Van Hijum/Hofstra (stuk nr. 18)
commons;2006-2007;19;2006-10-31;30800 XII;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30800 XII;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1455.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1454-1455?view=html#nl.proc.ob.d.h-tk-20062007-1454-1455.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1454-1455.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;;;;;Vaststelling van de begrotingsstaten van het Ministerie van Verkeer en Waterstaat (XII) voor het jaar 2007 ( 30800 XII)
commons;2006-2007;19;2006-10-31;30800 XIII;26;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30800 XIII-26.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30800-XIII-26?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1455-1455.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1455-1455?view=html#nl.proc.ob.d.h-tk-20062007-1455-1455.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1455-1455.html;aye;aye;aye;aye;no;aye;aye;aye;aye;aye;;aye;;;aye;aye;aye;Ten Hoopen;nl.m.02573;;;amendement-Ten Hoopen c.s. (stuk nr. 26)
commons;2006-2007;19;2006-10-31;30800 XV;31;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800 XV-31.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30800-XV-31?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1455-1457.1.19.31.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1455-1457?view=html#nl.proc.ob.d.h-tk-20062007-1455-1457.1.19.31.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1455-1457.html;no;aye;no;aye;no;no;no;no;no;no;;aye;;;aye;aye;no;Slob;nl.m.01639;;;amendement-Slob (stuk nr. 31)
commons;2006-2007;19;2006-10-31;30800 XV;11;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800 XV-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30800-XV-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1455-1457.1.19.28.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1455-1457?view=html#nl.proc.ob.d.h-tk-20062007-1455-1457.1.19.28.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1455-1457.html;no;no;no;aye;no;no;no;no;no;no;;aye;;;no;aye;no;Van Gent;nl.m.02218;;;amendement-Van Gent (stuk nr. 11)
commons;2006-2007;19;2006-10-31;30800 XV;26;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800 XV-26.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30800-XV-26?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1455-1457.1.19.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1455-1457?view=html#nl.proc.ob.d.h-tk-20062007-1455-1457.1.19.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1455-1457.html;no;no;no;aye;aye;no;no;no;no;aye;;no;;;no;no;aye;Van der Sande;nl.m.02998;;;amendement-Van der Sande (stuk nr. 26, I)
